content;level;topic;
Der wievielte ist heute?;A1.2;Ordinalzahlen;
In der wievielten Klasse ist dein Sohn?;A1.2;Ordinalzahlen;
Wann war die erste Mondlandung?;A1.2;Ordinalzahlen;
Zum wievielten Mal siehst du diesen Film?;A1.2;Ordinalzahlen;
Er hat das Rennen als Zweiter beendet.;A1.2;Ordinalzahlen;
Jeder vierte Deutsche trinkt gerne Bier.;A1.2;Ordinalzahlen;
Das Büro befindet sich in der neunten Etage.;A1.2;Ordinalzahlen;
Heute ist der erste August.;A1.2;Ordinalzahlen;
Kannst du mich vom Bahnhof abholen?;A1.2;Personalpronomen im Akkusativ: mich, dich;
Ich liebe dich über alles.;A1.2;Personalpronomen im Akkusativ: mich, dich;
Das freut mich sehr für dich.;A1.2;Personalpronomen im Akkusativ: mich, dich;
Ich habe dich gestern in der Stadt gesehen.;A1.2;Personalpronomen im Akkusativ: mich, dich;
Hast du mich gerade gerufen?;A1.2;Personalpronomen im Akkusativ: mich, dich;
Darf ich dich etwas fragen?;A1.2;Personalpronomen im Akkusativ: mich, dich;
Warum schaust du mich so an?;A1.2;Personalpronomen im Akkusativ: mich, dich;
Erinnert er sich an dich?;A1.2;Personalpronomen im Akkusativ: mich, dich;
Der Lehrer hat mich gelobt.;A1.2;Personalpronomen im Akkusativ: mich, dich;
Deine E-Mail hat mich sehr überrascht.;A1.2;Personalpronomen im Akkusativ: mich, dich;
Die laute Musik stört dich nicht?;A1.2;Personalpronomen im Akkusativ: mich, dich;
Alle haben dich gesucht.;A1.2;Personalpronomen im Akkusativ: mich, dich;
Ich gehe heute früh ins Bett, denn ich bin sehr müde.;A1.2;Konjunktion: denn;
Ich kann dir nicht helfen, denn ich habe keine Zeit.;A1.2;Konjunktion: denn;
Ich lerne Deutsch, denn ich will in Berlin arbeiten.;A1.2;Konjunktion: denn;
Ich esse jetzt etwas, denn ich habe grossen Hunger.;A1.2;Konjunktion: denn;
Er nimmt ein Taxi, denn sein Auto ist kaputt.;A1.2;Konjunktion: denn;
Sie bleibt zu Hause, denn das Wetter ist schlecht.;A1.2;Konjunktion: denn;
Wir machen eine Pause, denn wir sind schon lange gewandert.;A1.2;Konjunktion: denn;
Ich trinke einen Tee, denn mir ist kalt.;A1.2;Konjunktion: denn;
Er kann nicht kommen, denn er ist krankgeschrieben.;A1.2;Konjunktion: denn;
Sie ist glücklich, denn sie hat die Prüfung bestanden.;A1.2;Konjunktion: denn;
Man muss sich beeilen, denn der Zug fährt gleich ab.;A1.2;Konjunktion: denn;
Ich kaufe neue Schuhe, denn meine alten sind kaputt.;A1.2;Konjunktion: denn;
Ich werde nächstes Jahr heiraten.;A1.2;Verbkonjugation: werden;
Ich glaube, ich werde krank.;A1.2;Verbkonjugation: werden;
Mein Traum ist es, eines Tages reich zu werden.;A1.2;Verbkonjugation: werden;
Wir werden sehen, was die Zukunft bringt.;A1.2;Verbkonjugation: werden;
Was möchtest du später einmal von Beruf werden?;A1.2;Verbkonjugation: werden;
Wirst du bald mit deiner Arbeit fertig?;A1.2;Verbkonjugation: werden;
Wird es am Wochenende schönes Wetter geben?;A1.2;Verbkonjugation: werden;
Wann werdet ihr in den Urlaub fahren?;A1.2;Verbkonjugation: werden;
Die Tage werden im Winter immer kürzer.;A1.2;Verbkonjugation: werden;
Er wird langsam ungeduldig.;A1.2;Verbkonjugation: werden;
Es wird schon dunkel, wir sollten nach Hause gehen.;A1.2;Verbkonjugation: werden;
Aus den kleinen Kätzchen werden bald grosse Katzen.;A1.2;Verbkonjugation: werden;
Ich lerne Deutsch, weil ich in Deutschland studieren möchte.;A2.1;Konjunktion: weil;
Ich bin heute zu Hause geblieben, weil ich mich nicht gut fühle.;A2.1;Konjunktion: weil;
Ich kaufe dieses Handy, weil es eine gute Kamera hat.;A2.1;Konjunktion: weil;
Wir machen eine Party, weil meine Schwester Geburtstag hat.;A2.1;Konjunktion: weil;
Warum lernst du Spanisch? Weil ich eine Reise nach Südamerika plane.;A2.1;Konjunktion: weil;
Warum kommst du zu spät? Weil der Bus Verspätung hatte.;A2.1;Konjunktion: weil;
Warum isst du kein Fleisch? Weil ich Vegetarier bin.;A2.1;Konjunktion: weil;
Warum suchst du eine neue Wohnung? Weil meine jetzige zu klein ist.;A2.1;Konjunktion: weil;
Das Restaurant ist geschlossen, weil heute Ruhetag ist.;A2.1;Konjunktion: weil;
Er ist sehr glücklich, weil er die Prüfung bestanden hat.;A2.1;Konjunktion: weil;
Sie hat geweint, weil der Film so traurig war.;A2.1;Konjunktion: weil;
Die Strassen sind nass, weil es die ganze Nacht geregnet hat.;A2.1;Konjunktion: weil;
Ich habe gestern meine Freunde angerufen.;A2.1;Perfekt der trennbaren Verben;
Ich bin um 7 Uhr aufgestanden.;A2.1;Perfekt der trennbaren Verben;
Ich habe für das Abendessen eingekauft.;A2.1;Perfekt der trennbaren Verben;
Wir sind am Wochenende spazieren gegangen.;A2.1;Perfekt der trennbaren Verben;
Wann bist du gestern angekommen?;A2.1;Perfekt der trennbaren Verben;
Hast du das Fenster zugemacht?;A2.1;Perfekt der trennbaren Verben;
Habt ihr eure Grosseltern vom Bahnhof abgeholt?;A2.1;Perfekt der trennbaren Verben;
Hast du schon den Fernseher ausgemacht?;A2.1;Perfekt der trennbaren Verben;
Der Zug ist pünktlich abgefahren.;A2.1;Perfekt der trennbaren Verben;
Sie hat ihre Kollegin zum Geburtstag eingeladen.;A2.1;Perfekt der trennbaren Verben;
Der Kurs hat vor einer Woche angefangen.;A2.1;Perfekt der trennbaren Verben;
Er hat den Müll rausgebracht.;A2.1;Perfekt der trennbaren Verben;
Ich habe die E-Mail schon beantwortet.;A2.1;Perfekt der nicht-trennbaren Verben;
Ich habe das Wort im Wörterbuch nicht verstanden.;A2.1;Perfekt der nicht-trennbaren Verben;
Wir haben eine schöne Reise nach Italien unternommen.;A2.1;Perfekt der nicht-trennbaren Verben;
Ich habe mein altes Auto verkauft.;A2.1;Perfekt der nicht-trennbaren Verben;
Was hast du deinen Eltern zum Hochzeitstag geschenkt?;A2.1;Perfekt der nicht-trennbaren Verben;
Hast du die Geschichte schon zu Ende erzählt?;A2.1;Perfekt der nicht-trennbaren Verben;
Warum hast du mir nichts von dem Problem erzählt?;A2.1;Perfekt der nicht-trennbaren Verben;
Hast du deine Sachen schon alle eingepackt?;A2.1;Perfekt der nicht-trennbaren Verben;
Er hat den Brief gestern erhalten.;A2.1;Perfekt der nicht-trennbaren Verben;
Sie hat das Schloss ihres Fahrrads zerstört.;A2.1;Perfekt der nicht-trennbaren Verben;
Der Architekt hat ein modernes Haus entworfen.;A2.1;Perfekt der nicht-trennbaren Verben;
Die Firma hat ein neues Produkt entwickelt.;A2.1;Perfekt der nicht-trennbaren Verben;
Ich habe gestern Abend lange mit meiner Freundin telefoniert.;A2.1;Perfekt der Verben auf -ieren;
Ich habe mein Studium letztes Jahr abgeschlossen.;A2.1;Perfekt der Verben auf -ieren;
Ich habe die Fotos vom Urlaub ausgedruckt.;A2.1;Perfekt der Verben auf -ieren;
Wir haben für das Wochenende ein Hotelzimmer reserviert.;A2.1;Perfekt der Verben auf -ieren;
Hast du die neuen Vokabeln schon repetiert?;A2.1;Perfekt der Verben auf -ieren;
Was hast du am Computer installiert?;A2.1;Perfekt der Verben auf -ieren;
Warum hast du den Tisch noch nicht dekoriert?;A2.1;Perfekt der Verben auf -ieren;
Hast du schon die Pflanzen fotografiert?;A2.1;Perfekt der Verben auf -ieren;
Der Mechaniker hat mein Auto repariert.;A2.1;Perfekt der Verben auf -ieren;
Sie hat die Informationen im Internet recherchiert.;A2.1;Perfekt der Verben auf -ieren;
Das Orchester hat eine wunderschöne Melodie gespielt.;A2.1;Perfekt der Verben auf -ieren;
Der Patient hat auf die Behandlung gut reagiert.;A2.1;Perfekt der Verben auf -ieren;
Ich habe Peters Buch gelesen.;A2.1;Namen im Genitiv;
Das ist Annas Fahrrad.;A2.1;Namen im Genitiv;
Wir gehen heute Abend in Marias Lieblingsrestaurant.;A2.1;Namen im Genitiv;
Ich fahre mit Andreas' Auto zur Arbeit.;A2.1;Namen im Genitiv;
Ist das Herrn Müllers Büro?;A2.1;Namen im Genitiv;
Wo ist eigentlich Thomas' neue Wohnung?;A2.1;Namen im Genitiv;
Kennen Sie Frau Schmidts Mann?;A2.1;Namen im Genitiv;
Wie lautet Inges Adresse?;A2.1;Namen im Genitiv;
Deutschlands Hauptstadt ist Berlin.;A2.1;Namen im Genitiv;
Die Wirtschaft Europas wächst langsam.;A2.1;Namen im Genitiv;
Max' Hund ist sehr verspielt.;A2.1;Namen im Genitiv;
Die Präsentation meines Chefs war sehr überzeugend.;A2.1;Namen im Genitiv;
Ich habe ein Geschenk von meiner Tante bekommen.;A2.1;Präposition: von;
Der Ring ist von meinem Mann.;A2.1;Präposition: von;
Ich komme gerade vom Sport.;A2.1;Präposition: von;
Meiner Meinung nach ist das eine gute Idee von dir.;A2.1;Präposition: von;
Von wem ist dieses Lied?;A2.1;Präposition: von;
Kommst du direkt von der Arbeit?;A2.1;Präposition: von;
Ist das ein Bild von deinem Haus?;A2.1;Präposition: von;
Von welchem Gleis fährt der Zug ab?;A2.1;Präposition: von;
Das ist das Auto von meinem Bruder.;A2.1;Präposition: von;
Der Stuhl ist aus Holz von einem alten Baum.;A2.1;Präposition: von;
Sie hat eine Nachricht von ihrem Freund erhalten.;A2.1;Präposition: von;
Von hier hat man einen tollen Blick auf die Stadt.;A2.1;Präposition: von;
Ich stelle die Tasse auf den Tisch.;A2.1;Wechselpräpositionen;
Die Tasse steht auf dem Tisch.;A2.1;Wechselpräpositionen;
Ich hänge das Bild an die Wand.;A2.1;Wechselpräpositionen;
Das Bild hängt an der Wand.;A2.1;Wechselpräpositionen;
Ich lege den Teppich vor das Sofa.;A2.1;Wechselpräpositionen;
Der Teppich liegt vor dem Sofa.;A2.1;Wechselpräpositionen;
Setz dich bitte neben mich.;A2.1;Wechselpräpositionen;
Er sitzt neben dem Fenster.;A2.1;Wechselpräpositionen;
Wir sind gestern in die Schweiz gefahren.;A2.1;Wechselpräpositionen;
Wir waren gestern in der Schweiz.;A2.1;Wechselpräpositionen;
Der Vogel fliegt über das Haus.;A2.1;Wechselpräpositionen;
Die Lampe hängt über dem Tisch.;A2.1;Wechselpräpositionen;
Ich lege den Stift auf den Tisch.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Der Stift liegt auf dem Tisch.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Ich stelle die Flasche in den Kühlschrank.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Die Flasche steht im Kühlschrank.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Wohin hast du meine Brille gelegt?;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Wo liegt meine Brille?;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Warum stellst du die schmutzigen Schuhe hierher?;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Warum stehen die schmutzigen Schuhe hier?;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Er legt das Buch ins Regal.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Das Buch liegt im Regal.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Sie stellt die Vase auf das Fensterbrett.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Die Vase steht auf dem Fensterbrett.;A2.1;Verben mit Wechselpräpositionen: stellen, stehen, legen, liegen;
Bitte legen Sie Ihre Jacke hierhin.;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Ich muss noch zur Post; ich gehe gleich dahin.;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter
Wir fahren im Urlaub nach Spanien. Ich freue mich schon darauf, dorthin zu reisen.;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Es ist kalt draussen, komm doch bitte herein.;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Sollen wir hierhin oder dorthin gehen?;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Wie komme ich von hier dahin zum Museum?;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Soll ich heraufkommen oder kommst du herunter?;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Kommst du mit herein?;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Der Ball ist den Berg heruntergerollt.;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Die Katze ist auf den Baum geklettert; sie muss wieder herunterkommen.;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter
Alle Wege führen nach Rom, aber welcher Weg führt dorthin?;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Stellen Sie den Stuhl bitte dorthin in die Ecke.;A2.1;Direktionaladverbien: hierhin, dahin, dorthin, herein, herauf, herunter;
Ich glaube, es hat jemand an der Tür geklingelt.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Ich habe heute noch nichts gegessen.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Ich muss noch jemanden anrufen.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Ich kenne hier niemanden.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Hat jemand meinen Schlüssel gesehen?;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Möchtest du etwas trinken?;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Hast du alles verstanden?;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Vermissen Sie jemanden?;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Alle waren mit dem Ergebnis zufrieden.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Niemand hat die Frage beantwortet.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Manche Leute mögen keinen Kaffee.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Man kann nicht alles haben.;A2.1;Indefinitpronomen im Nominativ und Akkusativ;
Wenn ich Zeit habe, besuche ich meine Freunde.;A2.1;Konjunktion: wenn;
Ich bin immer müde, wenn ich zu wenig schlafe.;A2.1;Konjunktion: wenn;
Wenn ich im Lotto gewinne, kaufe ich mir ein Haus.;A2.1;Konjunktion: wenn;
Ich koche gerne, wenn ich Gäste habe.;A2.1;Konjunktion: wenn;
Was machst du, wenn es am Wochenende regnet?;A2.1;Konjunktion: wenn;
Bist du nervös, wenn du eine Präsentation halten musst?;A2.1;Konjunktion: wenn;
Was passiert, wenn man den roten Knopf drückt?;A2.1;Konjunktion: wenn;
Fährst du mit dem Auto, auch wenn der Weg kurz ist?;A2.1;Konjunktion: wenn;
Wenn die Sonne scheint, ist die Laune der meisten Menschen besser.;A2.1;Konjunktion: wenn;
Der Hund bellt immer, wenn der Postbote kommt.;A2.1;Konjunktion: wenn;
Wenn ein Feuer ausbricht, muss man die Feuerwehr rufen.;A2.1;Konjunktion: wenn;
Man sollte einen Arzt aufsuchen, wenn die Schmerzen nicht besser werden.;A2.1;Konjunktion: wenn;
An deiner Stelle sollte ich mehr Pausen machen.;A2.1;Konjunktiv II: sollte;
Du solltest dich wärmer anziehen, es ist kalt draussen.;A2.1;Konjunktiv II: sollte;
Ich glaube, ich sollte mich für den Fehler entschuldigen.;A2.1;Konjunktiv II: sollte;
Wir sollten langsam mal nach Hause gehen.;A2.1;Konjunktiv II: sollte;
Sollte ich dieses Kleid kaufen oder ist es zu teuer?;A2.1;Konjunktiv II: sollte;
Was sollte ich deiner Meinung nach tun?;A2.1;Konjunktiv II: sollte;
Sollten wir für die Reise ein Hotel im Voraus buchen?;A2.1;Konjunktiv II: sollte;
Sollte man das Gerät nach jedem Gebrauch reinigen?;A2.1;Konjunktiv II: sollte;
Er sollte weniger rauchen, das ist ungesund.;A2.1;Konjunktiv II: sollte;
Sie sollte ihre Medikamente regelmässig nehmen.;A2.1;Konjunktiv II: sollte;
Man sollte nicht alles glauben, was im Internet steht.;A2.1;Konjunktiv II: sollte;
Die Regierung sollte mehr für den Umweltschutz tun.;A2.1;Konjunktiv II: sollte;
Ich muss mich mehr bewegen, um fit zu bleiben.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Nach der Arbeit ruhe ich mich gerne auf dem Sofa aus.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Ich habe mich heute nicht viel bewegt.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Wir müssen uns jetzt ausruhen, wir sind schon lange gewandert.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Bewegst du dich genug in deiner Freizeit?;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Warum ruhst du dich nicht ein bisschen aus?;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Wo kann man sich hier in der Nähe ausruhen?;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Bewegt sich der Patient schon wieder?;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Auch im Alter ist es wichtig, sich regelmässig zu bewegen.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Nach einem langen Arbeitstag muss man sich ausruhen.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Die Blätter bewegen sich im Wind.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Die Katze ruht sich in der Sonne aus.;A2.1;Reflexive Verben: sich bewegen, sich ausruhen;
Ich warte schon seit einer Stunde auf den Bus.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Ich habe mich heute Abend mit Freunden verabredet.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Ich warte auf eine wichtige E-Mail von meinem Chef.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Wir haben uns für nächste Woche zum Essen verabredet.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Auf wen wartest du hier?;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Mit wem hast du dich für das Wochenende verabredet?;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Wartest du schon lange auf mich?;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Hast du dich schon mit dem neuen Kollegen verabredet?;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Er wartet auf eine Antwort auf seine Bewerbung.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Sie hat sich mit ihrem Anwalt verabredet.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Die ganze Welt wartet auf eine Lösung für den Konflikt.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Die beiden Firmen haben sich zu einer Besprechung verabredet.;A2.1;Verben mit Präpositionen: warten auf, sich verabreden mit;
Worüber ärgerst du dich?;A2.1;Fragewörter und Präpositionaladverbien;
Wofür interessierst du dich?;A2.1;Fragewörter und Präpositionaladverbien;
Worauf wartest du?;A2.1;Fragewörter und Präpositionaladverbien;
Womit fährst du zur Arbeit?;A2.1;Fragewörter und Präpositionaladverbien;
Mit wem hast du telefoniert?;A2.1;Fragewörter und Präpositionaladverbien;
Auf wen freust du dich am meisten?;A2.1;Fragewörter und Präpositionaladverbien;
An wen denkst du gerade?;A2.1;Fragewörter und Präpositionaladverbien;
Über wen sprecht ihr?;A2.1;Fragewörter und Präpositionaladverbien;
Wovon handelt der Film?;A2.1;Fragewörter und Präpositionaladverbien;
Wozu brauchst du so viel Geld?;A2.1;Fragewörter und Präpositionaladverbien;
Wobei kannst du am besten entspannen?;A2.1;Fragewörter und Präpositionaladverbien;
Wogegen bist du allergisch?;A2.1;Fragewörter und Präpositionaladverbien;
Ich konnte gestern nicht zur Party kommen, weil ich arbeiten musste.;A2.1;Präteritum der Modalverben: musste, konnte;
Als Kind musste ich jeden Tag mein Zimmer aufräumen.;A2.1;Präteritum der Modalverben: musste, konnte;
Ich konnte das Problem ohne deine Hilfe nicht lösen.;A2.1;Präteritum der Modalverben: musste, konnte;
Wir mussten den ganzen Weg zu Fuss gehen.;A2.1;Präteritum der Modalverben: musste, konnte;
Musstest du am Wochenende auch arbeiten?;A2.1;Präteritum der Modalverben: musste, konnte;
Konntest du alles verstehen, was er gesagt hat?;A2.1;Präteritum der Modalverben: musste, konnte;
Warum konntet ihr nicht pünktlich sein?;A2.1;Präteritum der Modalverben: musste, konnte;
Was musstest du als Kind machen, was du nicht mochtest?;A2.1;Präteritum der Modalverben: musste, konnte;
Er konnte den Ball nicht fangen.;A2.1;Präteritum der Modalverben: musste, konnte;
Sie musste den Zug nehmen, weil ihr Auto kaputt war.;A2.1;Präteritum der Modalverben: musste, konnte;
Früher konnten die Menschen nicht so schnell reisen.;A2.1;Präteritum der Modalverben: musste, konnte;
Die Prüfung war so schwer, dass viele Studenten sie wiederholen mussten.;A2.1;Präteritum der Modalverben: musste, konnte;
Ich hoffe, dass du bald wieder gesund bist.;A2.1;Konjunktion: dass;
Ich finde es schade, dass du nicht zur Feier kommen kannst.;A2.1;Konjunktion: dass;
Ich bin mir sicher, dass alles gut wird.;A2.1;Konjunktion: dass;
Ich habe gehört, dass du eine neue Stelle hast.;A2.1;Konjunktion: dass;
Glaubst du, dass es morgen regnen wird?;A2.1;Konjunktion: dass;
Ist es wahr, dass die Firma nächstes Jahr umzieht?;A2.1;Konjunktion: dass;
Wussten Sie, dass Herr Meier gekündigt hat?;A2.1;Konjunktion: dass;
Bist du dir sicher, dass du die Tür abgeschlossen hast?;A2.1;Konjunktion: dass;
Es ist wichtig, dass man regelmässig Pausen macht.;A2.1;Konjunktion: dass;
Der Wetterbericht sagt, dass die Temperaturen steigen werden.;A2.1;Konjunktion: dass;
Es ist bekannt, dass Sport gut für die Gesundheit ist.;A2.1;Konjunktion: dass;
Die Lehrerin erklärt, dass die Prüfung nicht schwer sein wird.;A2.1;Konjunktion: dass;
Ich helfe dir gerne bei den Hausaufgaben.;A2.1;Dativ als Objekt;
Der Kellner bringt dem Gast die Rechnung.;A2.1;Dativ als Objekt;
Ich danke Ihnen für Ihre Hilfe.;A2.1;Dativ als Objekt;
Ich habe meinen Eltern ein Geschenk gekauft.;A2.1;Dativ als Objekt;
Gefällt dir mein neues Kleid?;A2.1;Dativ als Objekt;
Kannst du mir bitte das Salz geben?;A2.1;Dativ als Objekt;
Wem gehört dieser Schirm?;A2.1;Dativ als Objekt;
Passt Ihnen der Termin nächste Woche?;A2.1;Dativ als Objekt;
Die neue Frisur steht dir ausgezeichnet.;A2.1;Dativ als Objekt;
Der Arzt verschreibt dem Patienten ein Medikament.;A2.1;Dativ als Objekt;
Er hat seiner Freundin einen Heiratsantrag gemacht.;A2.1;Dativ als Objekt;
Das Auto gehört meinem Nachbarn.;A2.1;Dativ als Objekt;
Ich gebe dem Mann das Buch.;A2.1;Stellung der Objekte;
Ich gebe es dem Mann.;A2.1;Stellung der Objekte;
Ich gebe ihm das Buch.;A2.1;Stellung der Objekte;
Ich gebe es ihm.;A2.1;Stellung der Objekte;
Er schenkt seiner Frau die Blumen.;A2.1;Stellung der Objekte;
Er schenkt sie seiner Frau.;A2.1;Stellung der Objekte;
Er schenkt ihr die Blumen.;A2.1;Stellung der Objekte;
Er schenkt sie ihr.;A2.1;Stellung der Objekte;
Der Lehrer erklärt den Schülern die Regel.;A2.1;Stellung der Objekte;
Der Lehrer erklärt sie den Schülern.;A2.1;Stellung der Objekte;
Der Lehrer erklärt sie ihnen.;A2.1;Stellung der Objekte;
Der Kellner bringt dem Gast den Kaffee.;A2.1;Stellung der Objekte;
Ich fahre mit dem Auto von meinem Bruder.;A2.1;Präposition von + Dativ;
Ich komme gerade vom Zahnarzt.;A2.1;Präposition von + Dativ;
Ich habe ein Buch von einem berühmten Autor gelesen.;A2.1;Präposition von + Dativ;
Ich weiss von nichts.;A2.1;Präposition von + Dativ;
Träumst du nachts von der Arbeit?;A2.1;Präposition von + Dativ;
Von wem hast du das gehört?;A2.1;Präposition von + Dativ;
Erzählst du mir von deinem Urlaub?;A2.1;Präposition von + Dativ;
Hast du eine Nachricht von ihr bekommen?;A2.1;Präposition von + Dativ;
Das ist eine Aufnahme von den Alpen.;A2.1;Präposition von + Dativ;
Er hat sich von seiner Freundin getrennt.;A2.1;Präposition von + Dativ;
Die Katze von unseren Nachbarn ist sehr neugierig.;A2.1;Präposition von + Dativ;
Das Lied ist von einer unbekannten Band.;A2.1;Präposition von + Dativ;
Wenn ich mehr Geld hätte, würde ich eine Weltreise machen.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Ich wäre jetzt lieber am Strand als im Büro.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Ich würde dir gerne helfen, aber ich habe leider keine Zeit.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Ich könnte mir vorstellen, in einem anderen Land zu leben.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Wärst du so freundlich und würdest mir die Tür aufhalten?;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Könnten Sie mir bitte sagen, wo der Bahnhof ist?;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Was würdest du tun, wenn du einen Tag unsichtbar wärst?;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Hättest du einen Moment Zeit für mich?;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
An deiner Stelle wäre ich vorsichtiger.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Es wäre schön, wenn das Wetter besser wäre.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Ohne Navi hätte er den Weg nie gefunden.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Das könnte eine interessante Erfahrung sein.;A2.2;Konjunktiv II: wäre, hätte, würde, könnte;
Ich war sehr müde, trotzdem bin ich noch ins Fitnessstudio gegangen.;A2.2;Konjunktion: trotzdem;
Ich habe nicht viel Geld, trotzdem leiste ich mir ab und zu etwas Schönes.;A2.2;Konjunktion: trotzdem;
Ich mag meinen Job nicht besonders, trotzdem mache ich ihn gut.;A2.2;Konjunktion: trotzdem;
Mir war kalt, trotzdem habe ich keine Jacke angezogen.;A2.2;Konjunktion: trotzdem;
Das Essen war nicht gut, hast du es trotzdem gegessen?;A2.2;Konjunktion: trotzdem;
Du bist krank, gehst du trotzdem zur Arbeit?;A2.2;Konjunktion: trotzdem;
Der Film hat schlechte Kritiken, wollt ihr ihn trotzdem sehen?;A2.2;Konjunktion: trotzdem;
Es regnet, gehst du trotzdem joggen?;A2.2;Konjunktion: trotzdem;
Die Anweisungen waren kompliziert, trotzdem hat er alles richtig gemacht.;A2.2;Konjunktion: trotzdem;
Sein Flug hatte Verspätung, trotzdem kam er pünktlich zum Meeting.;A2.2;Konjunktion: trotzdem;
Der Weg war lang und steil, trotzdem haben sie den Gipfel erreicht.;A2.2;Konjunktion: trotzdem;
Sie spricht kein Deutsch, trotzdem versucht sie, sich zu verständigen.;A2.2;Konjunktion: trotzdem;
Ich habe einen alten, aber zuverlässigen Computer.;A2.2;Adjektivdeklination indefiniter Artikel;
Ich suche eine kleine, gemütliche Wohnung.;A2.2;Adjektivdeklination indefiniter Artikel;
Ich trinke am Morgen immer einen starken, schwarzen Kaffee.;A2.2;Adjektivdeklination indefiniter Artikel;
Ich habe mir ein schönes, neues Kleid gekauft.;A2.2;Adjektivdeklination indefiniter Artikel;
Möchtest du einen süssen oder einen salzigen Snack?;A2.2;Adjektivdeklination indefiniter Artikel;
Suchen Sie eine billigere oder eine praktischere Lösung?;A2.2;Adjektivdeklination indefiniter Artikel;
